1714858973.593147261,+2387us,10.10.1.2,39984,10.10.1.3,5567
1714858973.573245418,+2387us,10.10.1.4,5568,10.10.1.3,51312
1714858973.593322029,+2387us,10.10.1.3,5567,10.10.1.2,39984
1714858973.573026570,+2387us,10.10.1.3,51312,10.10.1.4,5568
1714858973.572722014,+2387us,10.10.1.3,51312,10.10.1.4,5568
1714858973.592812888,+2387us,10.10.1.2,39984,10.10.1.3,5567
